,City,State,ZipCode,Country
5633,Croydon,Croydon,CR9 1DX,GB
5634,,,,
5635,Austin,TX,78704,US
5636,London,,N7,GB
5637,Rotterdam,ZH,3038,NL
5638,,,,US
5639,Panama City Beach,FL,Florida,US
5640,Melbourne,VIC,3000,AU
5641,Dallas,TX,75228,US
5642,Omaha,NE,68102,US
5643,Bristow,VA,20136,US
5644,Munich,HH,,DE
5645,,,,
5646,South Kingstown,RI,2879,US
5647,Boston,MA,2128,US
5648,Timonium,MD,,US
5649,Fond Du Lac,WI,54935,US
5650,Melbourne,Victoria,3000,AU
5651,North Vancouver,British Columbia,,CA
5652,Bolingbrook,IL,60490,US
5653,,,,
5654,Winnipeg,MB,R3C 3N9,CA
5655,New York,NY,10027,US
5656,London,,,GB
5657,,Gt Lon,,GB
5658,Nashville,TN,37204,US
5659,Tempe,AZ,85281,US
5660,Fallston,MD,21047,US
5661,Irving,TX,75038,US
5662,New York,NY,10001,US
5663,Barnstable,MA,2668,US
5664,Denver,CO,80249,US
5665,Melbourne,VIC,3000,AU
5666,Celebration,FL,34747,US
5667,,,,
5668,Boston,MA,2114,US
5669,Oklahoma City,OK,73119,US
5670,Fort Washington,MD,20745,US
5671,Echuca,VIC,3564,AU
5672,West Hollywood,CA,90069,
5673,Indianapolis,IN,46278,US
5674,London,Gt Lon,E1 6BJ,GB
5675,Florida City,FL,33781,US
5676,London,,W13 9LA,GB
5677,,,,FI
5678,Chicago,IL,60613,US
5679,McDonough,GA,30253,US
5680,,,,
5681,Clifton,NJ,7012,US
5682,,,,
5683,London,UK,WC2R 0RN,GB
5684,Bournemouth,Bournemouth,BH2 5EJ,GB
5685,Milton,ON,L9T 6H7,CA
5686,Atlanta,,30309,US
5687,Southampton,Southampton,SO16 6YD,GB
5688,Las Vegas,NV,89119,US
5689,London,London,WC2E 9LG,GB
5690,Mountain View,CA,,US
5691,,Greater London,N7 0NU,GB
5692,Greenville,SC,29601,US
5693,Atlanta,GA,30319,US
5694,Washington,DC,20001,US
5695,,,SW6 4HW,
5696,Kathmandu,Central Region,44600,NP
5697,Minneapolis,MN,55455,US
5698,Lugo,Emilia Romagna,48022,IT
5699,Taunton,Somerset,TA21 8SN,GB
5700,North Haledon,NJ,7508,US
5701,Ofallon,IL,62269,US
5702,Glasgow,Glasgow City,G1 3LX,GB
5703,Humble,TX,77338,US
5704,Quebec,QC,G1K 3J2,CA
5705,,,,
5706,Lee's Summit,MO,64063,US
5707,Washington,DC,20019,US
5708,Ontario,CA,91764,US
5709,Irving,TX,75060,US
5710,San Jose,CA,95112,US
5711,Farmington Hills,MI,48334,US
5712,Spa,Région wallonne,4900,BE
5713,San Francisco,CA,94109,US
5714,West Hollywood,CA,90048,US
5715,Atlanta,GA,30345-3125,US
5716,Durham,NC,27701,US
5717,Ankara,Ankara Province,6800,TR
5718,Toronto,Ontario,,CA
5719,Astoria,OR,97103,US
5720,San Francisco,CA,,US
5721,Concord,NH,3303,US
5722,London,London,N15 4RX,GB
5723,Kitchener,ON,N2G 4P3,CA
5724,Austin,TX,78610,US
5725,Berkeley,CA,94720,US
5726,Fort Washington,PA,19034,US
5727,,,,
5728,Tullamarine,VIC,3043,AU
5729,Kelowna,British Columbia,V1X 5E4,CA
5730,Belvidere,NJ,,US
5731,,,,
5732,Fayetteville,AR,,US
5733,Washington,DC,20004,US
5734,Toronto,Ontario,M9W 1J3,CA
5735,,,,
5736,Grand Prairie,TX,75052,US
5737,London,Ontario,SE16 6QL,CA
5738,San Francisco,CA,94103,US
5739,Malvern,PA,19355,US
5740,Ruislip,,HA4 9XA,GB
5741,Cape Coral,FL,33904,US
5742,Hamburg,HH,20457,DE
5743,El Paso,TX,79901,US
5744,Santa Rosa,CA,95403,US
5745,Waipahu,HI,96797,US
5746,,,,
5747,New York,NY,10011,US
5748,Los Angeles,CA,90012,US
5749,Irvine,CA,92603,US
5750,Sausalito,CA,94965,US
5751,Carmelley,IN,,US
5752,,,,
5753,,,,
5754,Vilnius,Vilniaus Apskritis,,LT
5755,Farnworth,Bolton,BL4 7PQ,GB
5756,Russellville ,KY,42276,US
5757,Knoxville,TN,37912,US
5758,Byron Bay,NSW,2481,AU
5759,,,,
5760,California,PA,15419,US
5761,New Orleans,LA,,US
5762,Meridian,ID,83642,US
5763,Columbus,OH,43229,US
5764,Los Angeles,CA,90028,US
5765,,,,
5766,Nassau,NY,11021,US
5767,Salem,OR,97301,US
5768,Colorado Springs,CO,80917,US
5769,Banksmeadow,NSW,2019,AU
5770,Springfield,MO,65802,US
5771,Amsterdam,NH,1068 LE,NL
5772,,,,
5773,,,413 01 Göteborg,
5774,,,,
5775,Austin,TX,78757,US
5776,Ocala,FL,,US
5777,Las Vegas,NV,89102,US
5778,,,,
5779,San Francisco,CA,94111,US
5780,Copenhagen,Capital Region of Denmark,1172,DK
5781,,,,
5782,Charlottesville,VA,22903,US
5783,New York,NY,,US
5784,Walsall,England,WS1,GB
5785,Newark,DE,19713,US
5786,Irvine,CA,92614,US
5787,,,,
5788,Hatboro,PA,19040,US
5789,Lexington,KY,40508,US
5790,Lamont,CA,93241,US
5791,South Haven,MI,49090,US
5792,חיפה,,,
5793,,,,DE
5794,Manteca,CA,95336,US
5795,Birkenhead,Mersyd,CH63,GB
5796,Escondido,CA,92025,US
5797,Richmond,VA,23230,US
5798,,,,
5799,New York,,10036,US
5800,Winnipeg,MB,R3B 1M3,CA
5801,Morehead City,NC,28557,US
5802,,,,
5803,Sandy,UT,84070,US
5804,MILANO,ITALIA,,IT
5805,Howard Beach,NY,11414,US
5806,Hancock,NY,13783,US
5807,Paris,IdF,75011,FR
5808,Little Rock,AR,72201,US
5809,Castle Rock,CO,80109,US
5810,Vail,CO,81657,US
5811,Punta del Este,Departamento de Maldonado,,UY
5812,Toronto,ON,M5R,CA
5813,Paris,Ile De France,75013,FR
5814,Cedar Rapids,IA,52401,US
5815,,,,
5816,Wakefield,MA,1880,US
5817,Kelowna,British Columbia,V1Y8S3,CA
5818,San Francisco,CA,94123,US
5819,Chicago,,60606,US
5820,Pars Lès Romilly,Champagne Ardenne,75012,FR
5821,South Melbourne,VIC,3205,AU
5822,,,,
5823,Berkeley,,,US
5824,London,Gt Lon,EC1M 5NR,GB
5825,Sea Girt,NJ,8750,US
5826,,,,
5827,Houston,TX,77003,US
5828,London,,NW3 3HF,GB
5829,San Francisco,CA,,US
5830,St Louis,MO,63103,US
5831,,,84014,
5832,,,LS3 1DT,
5833,Omaha,NE,68114,US
5834,,,,
5835,,,,
5836,,Gt Lon,WC2B,GB
5837,Singapore City,Singapore City,Singapore,SG
5838,Edmonton,AB,T6E 4A4,CA
5839,New York,NY,10003,US
5840,ki,ki,ki,TZ
5841,Faulkland,Somset,BA3 5WA,GB
5842,Meridian,ID,83642,US
5843,Goostrey,Cheshire,,GB
5844,Baltimore,MD,21234,US
5845,New York,NY,10012,US
5846,London,Greater London,W1K 6ZD,GB
5847,Northumberland,England,NE65 7BJ,GB
5848,London,London,W1T 4BQ,GB
5849,,GA,,US
5850,,,,US
5851,Glen Allen,VA,23059,US
5852,Sharonville,OH,45241,US
5853,Pleasant Grove,UT,,US
5854,San Mateo,CA,94402,US
5855,Philadelphia,PA,,US
5856,London,Gt Lon,WC1N,GB
5857,,,,
5858,Los Angeles,CA,,US
5859,Charleroi,Région wallonne,6041,BE
5860,,,,
5861,Sioux Falls,SD,57107,US
5862,El Segundo,CA,90245,US
5863,Fairplain,WV,25271,US
5864,Lenexa,KS,66215-3637,US
5865,,,,
5866,Birdbrook,England,CO9,GB
5867,,,,
5868,Canton,OH,44705,US
5869,Grapevine,TX,76051,US
5870,Phoenix,AZ,85022,US
5871,Kissimmee,FL,34744,US
5872,London,Gt Lon,NW1,GB
5873,Nottingham,England,NG1,GB
5874,Ocean City,MD,21842,US
5875,Montréal,Québec,H2H 1V4,CA
5876,Montclair,NJ,7043,US
5877,Charlotte,NC,28202,US
5878,Galveston,TX,,US
5879,,,,
5880,Chicago,IL,60646,US
5881,Jefferson,OR,97325,US
5882,Dallas,TX,75231,US
5883,San Francisco,CA,94105,US
5884,,Gt Lon,SW9 0JJ,GB
5885,Chicago,IL,60608,US
5886,Carrollton,TX,75010,US
5887,Las Vegas,NV,89109,US
5888,Baltimore,MD,21217,US
5889,,,,
5890,Seattle,WA,,US
5891,Boston,MA,,US
5892,New York,NY,11368,US
5893,Grenoble,RA,38000,FR
5894,Clovis,CA,93612,US
5895,Fredericksburg,VA,22407,US
5896, Madison,WI,53704,US
5897,Austin,TX,78712,US
5898,New York,NY,10013,US
5899,Cincinnati,OH,,US
5900,Rosalie,QLD,4064,AU
5901,Chicago,IL,,US
5902,,,,US
5903,Los Angeles,CA,90012,US
5904,,Greater Manchester,M4 3BG,GB
5905,,,,
5906,Durham,NC,27701,US
5907,Brighton and Hove,East Sussex,BN1 4GH,GB
5908,"Washington, D.C.",MD,20037-1522,US
5909,Outremont,Quebec,H2V 4E1,CA
5910,,,,
5911,,,,
5912,Tulsa,OK,74120,US
5913,Melbourne,Vic,3000,AU
5914,Santa Monica,CA,,US
5915,Milano,Lombardia,20136,IT
5916,Cedar Park,TX,78613,US
5917,New York,NY,10011,US
5918,San Francisco,CA,94115,US
5919,New York,NY,10017,US
5920,,,,
5921,Houston,TX,77040,US
5922,Door County,WISCONSIN,54209,US
5923,Coquitlam,British Columbia,,CA
5924,Seattle,WA,98109,US
5925,Toronto,Ontario,M4W 2G8,CA
5926,Detroit,MI,48214,US
5927,Cordova,TN,,US
5928,Ottawa,ON,K2G,CA
5929,Grand Prairie,TX,75050,US
5930,Seattle,WA,98101,US
5931,Kyle,TX,78640,US
5932,,,,
5933,Singapore City,Singapore City,550129,SG
5934,,,60610,
5935,Denver,CO,80205,US
5936,תל אביב,ישראל,,IL
5937,Boston,MA,2125,US
5938,,,,
5939,Greenwood,SC, 400 Glenwoo,US
5940,McComb,MS,39648,US
5941,Chicago,IL,60601,US
5942,,,,
5943,New York,NY,10019,US
5944,,,,
5945,Mooloolaba,Queensland,4557,AU
5946,Pune,Maharashtra,411004,IN
5947,Houston Texas,,77098,
5948,Balok,Pahang,26080,MY
5949,Kitchener,ON,N2M 3S3,CA
5950,Montreal,QC,,CA
5951,Seattle,WA,98104,US
5952,Nottinghamshire,,NG7 2RD,GB
5953,London,London Borough of Camden,WC1H 0DG,GB
5954,White Plains,NY,10606,US
5955,Conroe,TX,77304,US
5956,Gold Canyon,AZ,85118,US
5957,,,,
5958,Wasilla,AK,99654,US
5959,Hamilton,ON,L8V 5B5 ,US
5960,Cambridge,Cambridgeshire,CB39ET,GB
5961,,,,
5962,Exmouth,Devon,EX8 2AZ,GB
5963,,,,
5964,Culver City,CA,90230,US
5965,Chorlton-cum-Hardy,Gt Man,M21,GB
5966,London,,W1J 0BG,GB
5967,Bethlehem,PA,18017,US
5968,Hadleigh,Suffk,IP7 5DN,GB
5969,Austin,TX,78724,US
5970,Washington,DC,20057,US
5971,Burnaby,British Columbia,v5c 0c7,CA
5972,San Francisco,CA,94118,US
5973,Geneva,IL,60134,US
5974,Marion,IN,46953,US
5975,Boston,MA,2215,US
5976,Honolulu,,96815,US
5977,,,,
5978,Brisbane,Queensland,4000,AU
5979,Tallahassee,Florida,32301,US
5980,Munich,BY,81245,DE
5981,San Francisco,,94107,US
5982,V6M 2V9,British Columbia,,CA
5983,,,,
5984,,,,
5985,Gaithersburg,MD,20877,US
5986,Lilburn,GA,30047,US
5987,,,TN25 4AJ. (For SatNav please use TN24 9JZ),
5988,Prague,Hlavni Mesto Praha,,CZ
5989,Wellington,Wellington,6011,NZ
5990,Philadelphia,PA,19104,US
5991,Boston,MA,2122,US
5992,Bellflower,CA,90706,US
5993,Houston,TX,77005,US
5994,Houston,TX,77030,US
5995,Atlanta,GA,30319,US
5996,,,,
5997,Raleigh,NC,27612,US
5998,London,Greater London,NW4 1RL,GB
5999,Stafford Township,NJ,8092,US
6000,New South Wales,,2290,AU
6001,,,sc,
6002,Phoenix,AZ,85051,US
6003,Oxon Hill,MD,20744,US
6004,Belfast,Northern Ireland,BT1 1,GB
6005,Aurora,CO,80014,US
6006,Leipzig,SN,4328,DE
6007,,,,
6008,Dallas,TX,75254,US
6009,San Francisco,CA,94107,US
6010,Salem,OR,97301,US
6011,Bournemouth,Dorset,BH4 9AE,GB
6012,Sherman Oaks,CA,91423,US
6013,Seattle,WA,98104,US
6014,,,,
6015,Seabrook Island,SC,29455,US
6016,Decatur,GA,30030,US
6017,New York,NY,10022,US
6018,Philadelphia,,19131,US
6019,Las Vegas,NV,89113-2157,US
6020,Reims,,51100,FR
6021,Ballsbridge,Dublin,,IE
6022,Riverview,FL,33578,US
6023,,,,
6024,,,,
6025,Troy,MI,48084,US
6026,,,,
6027,Leatherhead,England,,GB
6028,Honolulu,HI,96818,US
6029, Chattanooga,TN,37402,US
6030,West Midlands,,B90 4GW,GB
6031,Covington,KY,41011,US
6032,Scottsdale,AZ,85257,US
6033,Wandal,QLD,4700,AU
6034,Bristol,England,BS8 1SA,GB
6035,boston,MA,2134,US
6036,Vila de Rei,Castelo Branco,6110,PT
6037,Kingston,Ontario,k7k6w8,CA
6038,Kinder,LA,70648,US
6039,Tilburg,NB,5038 ED,NL
6040,Barnsley,Barnsley,S75 1DT,GB
6041,Johor Bahru,Johor,80300,MY
6042,San Mateo,CA,94402,US
6043,Eugene,OR,97405,US
6044,Boston,MA,2134,US
6045,London London ,,W1T 1RJ,
6046,Arlington,VA,22201,US
6047,,,,
6048,Houston,TX,,US
6049,,,,
6050,New York,NY,,US
6051,Saint Louis,MO,63103,US
6052,Southfield,MI,48033,US
6053,Westminster,CO,80234,US
6054,Cirencester,Gloucestershire,GL7 2NX,GB
6055,Livonia,MI,48152,US
6056,Adelaide,SA,5000,AU
6057,Lacey,WA,98516,US
6058,Royal Oak,MI,48067,US
6059,Anaheim,CA,92804,US
6060,,,,HK
6061,Toronto,ON,M5T 1G4,CA
6062,,,,
6063,Manassas,VA,20110,US
6064,,,,
6065,Guelph,Ontario,N1H 6L3,CA
6066,Bristol,Avon,BS1 5JG,GB
6067,Bogotá,Cundinamarca,110231,CO
6068,,,,
6069,Chesterfield,MO,63017,US
6070,Atlanta,GA,30337,US
6071,Toronto,ON,M5S 2E8,CA
6072,Orlando,FL,32826,US
6073,,,,
6074,Winter Park,FL,32792,US
6075,London,London,NW1,GB
6076,Santa Barbara,CA,93109,US
6077,Denver,CO,,US
6078,Cheverly ,MD,20720,US
6079,Lakewood,WA,98498,US
6080,Decatur,GA,30035,US
6081,Squamish,BC,V8B 0N8,CA
6082,New Orleans,LA,70130,US
6083,Columbia,SC,29212,US
6084,Langley,BC,V2Y 1Y1,CA
6085,New Orleans,LA,70125,US
6086,London,,EC1M 3HN,GB
6087,Jamaica,NY,11434,US
6088,Oaklands Park,SA,5046,AU
6089,San Francisco,CA,94112,US
6090,Rydalmere.,NSW,2116,AU
6091,Columbia,SC,29201,US
6092,Cincinnati,OH,45202-2393,US
6093,Nashville,TN,37214,US
6094,Nyon,Geneve,,CH
6095,Ben Lomond,CA,95005,US
6096,Savannah,GA,31401,US
6097,Oakland,CA,94606,US
6098,Colchester,Essex,cm9 8hg,GB
6099,Loveland,OH,OH,US
6100,London,Greater London,SE1 8DD,GB
6101,Amsterdam,NY,1052 wj,US
6102,New York,NY,11229,US
6103,,,,
6104,San Diego,CA,92108,US
6105,Milwaukee,WI,53225,US
6106,Golden,CO,80401,US
6107,Toronto,ON,M3J 3P1,CA
6108,Edinburgh,Midlothian,EH1 3EG,GB
6109,Denver,CO,80202,US
6110,Rock Hill,SC,29730,US
6111,Columbus,OH,43203,US
6112,Los Angeles,CA,90025,US
6113,Brooklyn,NY,11201,US
6114,,,,
6115,Budapest,Budapest,1085,HU
6116,Sackville,New Brunswick,E4L 1E4,CA
6117,,,,
6118,,,,
6119,Brookville,NY,11548,US
6120,Bracebridge,ON,P1L,CA
6121,Vancouver,British Columbia,,CA
6122,Winter Haven,FL,33881,US
6123,Singapore,,139959,SG
6124,London,Gt Lon,WC2H 9NE,GB
6125,,,77063,
6126,Guildford,Surrey,GU1 3RR,GB
6127,Deerfield Beach,FL,33442,US
6128,Allentown,PA,18103,US
6129,Latham,NY,,US
6130,,,,
6131,,Galway,,IE
6132,Portland,OR,97205,US
6133,Boca Raton,FL,33432,US
6134,Cape Town,WC,7700,ZA
6135,,,,
6136,MURSHIDABAD,,742137,IN
6137,Manchester,Gt Man,M13 9WL,GB
6138,,,,
6139,Mont sur Marchienne,Walloon Region,6032,BE
6140,Orlando,FL,32819,US
6141,Oakland,CA,94612,US
6142,Tampa,FL,33605,US
6143,San Francisco,CA,94103,US
6144,Nairobi,Nairobi Area,100,KE
6145,,,,US
6146,Washington,DC,20020,US
6147,West Hollywood,CA,90046,US
6148,Tucson,AZ,85712,US
6149,Torre-Pacheco,Región de Murcia,30700,ES
6150,Chicago,IL,60647,US
6151,West Jordan,UT,84088,US
6152,New York,NY,NY 10019,US
6153,Odenton,MD,21113,US
6154,Austin,TX,78704,US
6155,Saint Louis,MO,63103,US
6156,Ocoyoacac,Estado de México,52740,MX
6157,Keller,TX,76248,US
6158,,,,
6159,Bethesda,MD,20814,US
6160,,,,
6161,,,,
6162,Philadelphia,PA,19127,US
6163,Columbus,OH,43229,US
6164,Minneapolis,MN,55416,US
6165,Cincinnati,OH,45243,US
6166,Dallas,TX,75212,US
6167,Washington,DC,20016,US
6168,,,,
6169,Durham,NC,,US
6170,Austin,TX,78756,US
6171,Miami,FL,33130,US
6172,Lubbock,TX,79423,US
6173,,,,US
6174,Torrington,CT,6790,US
6175,Mechanicsville,VA,23111,US
6176,Belfast,Belfast,BT9 5DY,GB
6177,San Francisco,CA,94129,US
6178,,,,
6179,Portland,IN,47371,US
6180,Bradford,Bradford,BD9 5BD,GB
6181,Portsmouth,NH,3801,US
6182,Henderson,CO,,US
6183,Henrico,NC,27482,US
6184,Cambridge,ON,N1T 1W2,CA
6185,Alhambra,CA,91801,US
6186,,,,
6187,Bellevue,WA,98004,US
6188,London,London,SE1 9PH,GB
6189,Philadelphia,PA,19123,US
6190,Pescadero,CA,,US
6191,Chelsea,MA,,US
6192,Millerton,NY,12546,US
6193,Milton Keynes,Bucks,MK9 1BB,GB
6194,San Francisco,CA,94108,US
6195,,,,
6196,Riverside,CA,92505,US
6197,St Leonards,NSW,,AU
6198,,,,
6199,Highland Park,IL,60035,US
6200,Washington,DC,20004,US
6201,,,,
6202,Aspers,PA,17304,US
6203,,,,
6204,South Hadley,MA,1075,US
6205,Elizabeth,SA,5112,AU
6206,San Antonio,TX,78216,US
6207,Montréal,QC,H3G 1Z3,CA
6208,New York,NY,10016,US
6209,Fort Wayne,IN,46802,US
6210,Ada,OK,74820,US
6211,Hamilton,,ML5 0DW,
6212,Forest Hill,MD,21050,US
6213,,,,
6214,Washington,DC,20004,US
6215,Wayne,WV,25570,US
6216,New York,NY,10011,US
6217,Pasadena,CA,91103,US
6218,St. Petersburg,FL,,US
6219,Fort Bliss,TX,79906,US
6220,,,,
6221,,,,
6222,Bronx ,NY,,US
6223,,,,
6224,,WA,,US
6225,,,,
6226,San Diego,CA,92101,US
6227,Sharonville,OH,45241,US
6228,Paint Rock,AL,,US
6229,Orange,New South Wales,2800,AU
6230,Leeds,West Yorkshire,LS16 5PS,GB
6231,,,92840,
6232,Chicago,IL,60654,US
6233,Laguna Woods,CA,92637,US
6234,Burns Flat,OK,73647,US
6235,Costa Mesa,CA,92626,US
6236,Fredericksburg,VA,22401,US
6237,Jonesboro,AR,72401,US
6238,Raleigh,NC,27606,US
6239,Driggs,ID,83422,US
6240,,,317-255-4013,
6241,Montrose ,CA,91020,US
6242,Buffalo,NY,14213,US
6243,Houston,TX,77056,US
6244,Montreal,QC,H2Z 1Y1,CA
6245,Marshfield,VT,5602,US
6246,,,1700,
6247,,,,
6248,Londonderry,Derry,W1D 4DD,GB
6249,South Padre Island,TX,78597,US
6250,,,,
6251,New York,NY,10001,US
6252,Leeds,West Yorkshire,LS6 2EQ,GB
6253,,,,
6254,Englishtown,NJ,7726,US
6255,Melbourne,VIC,3000,AU
6256,Troy,MI,48084,US
6257,Ripon,York,HG4 1UG,GB
6258,Manchester,England,,GB
6259,,,,
6260,Kissimmee,FL,34744,US
6261,,,W2 1JU,GB
6262,Philomath,OR,97370,US
6263,Herlev,,2730,DK
6264,,,,
6265,,,,
6266,Singapore,,228210,SG
6267,Sheffield,Sheffield,,GB
6268,Raleigh,,27604,US
6269,Kirkland,WA,98033,US
6270,Tallahassee,FL,32301,US
6271,Fayetteville,AR,72701,US
6272,Stratfrord-on-Avon,Warks,CV37 0PY,GB
6273,Hamilton,ON,L8P 4Y5,CA
6274,Nashua,NH,3063,US
6275,Palo Alto,CA,,US
6276,Vancouver,BC,V6B 2M4,CA
6277,Spokane,WA,,US
6278,Aalborg,Nordjylland,9000,DK
6279,Torino,Piemonte,,IT
6280,,,,
6281,,,,
6282,Irving,TX,75062,US
6283,Los Angeles,CA,91016,US
6284,,,DL1 1NW,
6285,Fort Washington,MD,,US
6286,Heusden-Zolder,Vlaams Gewest,3550,BE
6287,Toronto,ON,M5A2G7,CA
6288,Towson,MD,21252,US
6289,Pune,Maharashtra,411004,IN
6290,Alma,IL,62807,US
6291,Hampstead,MD,21074-1342,US
6292,Greenville,NC,27858,US
6293,,,,
6294,Kitchener,ON,N2M 5N4,CA
6295,,,,
6296,Tel Aviv ,,63432,IL
6297,Syracuse,UT,,US
6298,Marietta,GA,30067,US
6299,Ottawa,ON,,CA
6300,,,,
6301,Elk Grove Village,IL,60007,US
6302,Budapest,Budapest,1111,HU
6303,Los Angeles,CA,90049,US
6304,Naples,FL,34109,US
6305,Blue Ash,OH,45242,US
6306,Twisp,WA,98856,US
6307,Zierikzee,ZE,4301,NL
6308,Chicago,IL,60606,US
6309,Forest Park,IL,,US
6310,,,,
6311,Tucson,AZ,85714,US
6312,Bath,AVON,BA2 4AA,GB
6313,New York,NY,10025,US
6314,Paris,Île-de-France,75004,FR
6315,Schiphol,NH,1118 CP,NL
6316,Boston,MA,2110,US
6317,Toronto,ON,M5V 3M8,CA
6318,Wausau,WI,54401,US
6319,Orlando,,32835,US
6320,London,Gt Lon,EC1V,GB
6321,Dallas,TX,75235,US
6322,Charlottesville,VA,22902,US
6323,Chino,Ca,91710,US
6324,San Francisco,CA,94110,US
6325,,,,
6326,Oxford,Oxon,OX1,GB
6327,Knoxville,TN,37922,US
6328,Saint Davids,PA,19087,US
6329,Rajkot,GJ,360005,IN
6330,New York,NY,10010,US
6331,Espoo,Espoo,,FI
6332,Hemingford Abbots,Cambridgeshire,PE28 9AH,GB
6333,Saint Petersburg,Saint Petersburg,,RU
6334,Dublin,,D2,IE
6335,Cincinnati,OH,45249,US
6336,Laramie,WY,82070,US
6337,Liverpool,Liverpool,L12 0HB,GB
6338,Mississauga,Ontario,L5B 3C6,CA
6339,Bethesda,MD,20814,US
6340,Harker Heights,TX,76548,US
6341,Dayton,OH,45431,US
6342,,Hampshire,PO11 9SR,GB
6343,Highland Park,IL,60035,US
6344,Inverness,,IV2 5BE,GB
6345,Edmond,OK,73025,US
6346,,,,
6347,Hong Kong,,0,CN
6348,Los Angeles,CA,90066,US
6349,Omaha,NE,68102,US
6350,Coalville,England,LE67,GB
6351,West Palm Beach,FL,33412,US
6352,Toronto,ON,M5B 2K3,CA
6353,,,,US
6354,Madison,WI,,US
6355,,,PA,
6356,Worcester,MA,1609,US
6357,,,,US
6358,Bristol,"Bristol, City Of",BS1 5TX,GB
6359,Sarnia,ON,N6H 5G5,CA
6360,"Egg Harbor Township,",,8234,
6361,,,,
6362,,,,
6363,Oslo,Oslo,167,NO
6364,London,,,GB
6365,Tallahassee,FL,32306,US
6366,Minneapolis,MN,55408,US
6367,Baltimore,MD,,US
6368,Poole,Dorset,BH15 1JN,GB
6369,Bangalore,KA,,IN
6370,Roanoke,,24016,US
6371,Tangerang,Jawa Barat,15810,ID
6372,Carman,Manitoba,R0G 0J0,CA
6373,Nashville,TN,37212,US
6374,Clinton,NY,13323,US
6375,Roswell,GA,,US
6376,San Francisco,CA,94103,US
6377,Towson,MD,21204,US
6378,New York,NY,10021,US
6379,Santa Monica,CA,90403,US
6380,Palm Bay,FL,32901,US
6381,Fort Collins,CO,,US
6382,Houston,TX,77077,US
6383,Tampere,,33200,FI
6384,Kigali,Kigali,,RW
6385,Atlanta,GA,30316,US
6386,,,,US
6387,Houston,TX,77098,US
6388,London,Gt Lon,NW1 4NS,GB
6389,Crema,Lombardy,26013,IT
6390,Mahomet,IL,61853,US
6391,Marietta,GA,30067,US
6392,,,,
6393,Evanston,IL,60201,US
6394,Bournemouth,Bournemouth,BH8 8EB,GB
6395,Torquay,,TQ2 5LZ,GB
6396,Atlanta,GA,30318,US
6397,,,,
6398,Los Angeles,CA,90046,US
6399,Dubai,Dubai,,AE
6400,Seattle,WA,98102,US
6401,Hexham,,,GB
6402,Detroit,MI,48214,US
6403,Cumming,GA,30040,US
6404,Columbus,IN,,US
6405,New York,NY,10012,US
6406,,,,
6407,,,,
6408,Carson,CA,90745,US
6409,Atlanta,GA,,US
6410,Newcastle upon Tyne,Newcastle Upon Tyne,NE1 6UQ,GB
6411,,,,
6412,Dublin,Dublin,,IE
6413,London,London,WC2B 6AA,GB
6414,Towson,MD,21204,US
6415,,,,
6416,Gent,Oost Vlaanderen,9000,BE
6417,Chattanooga,TN,37404,US
6418,,,,
6419,Barcelona,Catalonia,,ES
6420,,,,
6421,London,London,EC4A 3DE,GB
6422,,,OX1 3LD,GB
6423,,,,
6424,Austin,TX,78701,US
6425,Denver,CO,80202,US
6426,Indianapolis,IN,46225,US
6427,,,LS17 8GS ,
6428,Milwaukee,WI,53206,US
6429,Baltimore,MD,21286,US
6430,Montreal,Quebec,,CA
6431,,,,
6432,Jacksonville Beach,FL,32250,US
6433,South Wharf,VIC,3006,AU
6434,Milton,Ontario,L9T7Y9,CA
6435,Los Angeles,CA,90017,US
6436,Salt Lake City,UT,84101,US
6437, Los Angeles,CA,90039,US
6438,Manhattan,NY,10028,US
6439,Manly,New South Wales,2095,AU
6440,Haarlem,NH,,NL
6441,Portland,OR,97204,US
6442,Manhattan,New York,10037-1801,US
6443,,Essex,,GB
6444,,,,
6445,,,,
6446,New York,NY,10001,US
6447,Boise,ID,,US
6448,,,,
6449,Wilmington,NC,28403,US
6450,Chittering,W.A.,6084,
6451,Washington,DC,20004,US
6452,Washington,DC,20005,US
6453,,,,
6454,San Marcos,CA,92069,US
6455,Freehold Township,NJ,7728,US
6456,San Diego,CA,92106,US
6457,Chicago,IL,60653,US
6458,Stretford,Gt Man,M32 0TB,GB
6459,Fort Worth,TX,76107,US
6460,Los Angeles,CA,90026,US
6461,Mt Isa ,QLD,4825,AU
6462,San Francisco,CA,,US
6463,Vancouver,BC,V6E 4J6,CA
6464,Kingston upon Thames,Gt Lon,KT1 2EE,GB
6465,Mobile,AL,36601,US
6466,Boston,MA,2118,US
6467,Washington,DC,,US
6468,San Antonio,TX,78212,US
6469,Silver Spring,MD,20906,US
6470,,,,
6471,,,,
6472,,,,
6473,London,Gt Lon,EC2A 4JE,GB
6474,Whitehorse,Yukon Territory,Y1A 2L8,CA
6475,San Diego,CA,92101,US
6476,Las Vegas,NV,89169,US
6477,Alburquerque,Extremadura,6510,ES
6478,Houston,TX,77021,US
6479,,,5032,
6480,Atlanta,GA,30318,US
6481,Edina,,55435,US
6482,Sussex,WI,53089,US
6483,Dallas,TX,75214,US
6484,,,,
6485,New York,NY,10016,US
6486,Indianapolis,IN,46202,US
6487,,,,
6488,Baltimore,MD,21230,US
6489,Pretoria,GP,20,ZA
6490,Fort Collins,CO,80524,US
